sourceLabel,sourceNodeType,targetLabel,targetNodeType,relationType
榆次区,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
太谷区,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
榆社县,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
左权县,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
和顺县,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
祁县,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
平遥县,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
介休市,places:County,晋中市,places:City,县、区级行政单位隶属于…市级行政单位
忻府区,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
定襄县,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
五台县,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
代县,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
繁峙县,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
河曲县,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
保德县,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
偏关县,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
原平市,places:County,忻州市,places:City,县、区级行政单位隶属于…市级行政单位
东城区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
西城区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
北京市-朝阳区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
丰台区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
海淀区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
门头沟区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
房山区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
北京市-通州区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
昌平区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
大兴区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
怀柔区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
平谷区,places:County,北京市(市),places:City,县、区级行政单位隶属于…市级行政单位
永年区,places:County,邯郸市,places:City,县、区级行政单位隶属于…市级行政单位
大名县,places:County,邯郸市,places:City,县、区级行政单位隶属于…市级行政单位
磁县,places:County,邯郸市,places:City,县、区级行政单位隶属于…市级行政单位
鸡泽县,places:County,邯郸市,places:City,县、区级行政单位隶属于…市级行政单位
武安市,places:County,邯郸市,places:City,县、区级行政单位隶属于…市级行政单位
宣化区,places:County,张家口市,places:City,县、区级行政单位隶属于…市级行政单位
张北县,places:County,张家口市,places:City,县、区级行政单位隶属于…市级行政单位
康保县,places:County,张家口市,places:City,县、区级行政单位隶属于…市级行政单位
沽源县,places:County,张家口市,places:City,县、区级行政单位隶属于…市级行政单位
尚义县,places:County,张家口市,places:City,县、区级行政单位隶属于…市级行政单位
蔚县,places:County,张家口市,places:City,县、区级行政单位隶属于…市级行政单位
阳原县,places:County,张家口市,places:City,县、区级行政单位隶属于…市级行政单位
沧县,places:County,沧州市,places:City,县、区级行政单位隶属于…市级行政单位
海兴县,places:County,沧州市,places:City,县、区级行政单位隶属于…市级行政单位
南皮县,places:County,沧州市,places:City,县、区级行政单位隶属于…市级行政单位
任丘市,places:County,沧州市,places:City,县、区级行政单位隶属于…市级行政单位
河间市,places:County,沧州市,places:City,县、区级行政单位隶属于…市级行政单位
安次区,places:County,廊坊市,places:City,县、区级行政单位隶属于…市级行政单位
固安县,places:County,廊坊市,places:City,县、区级行政单位隶属于…市级行政单位
香河县,places:County,廊坊市,places:City,县、区级行政单位隶属于…市级行政单位
霸州市,places:County,廊坊市,places:City,县、区级行政单位隶属于…市级行政单位
阳高县,places:County,大同市,places:City,县、区级行政单位隶属于…市级行政单位
浑源县,places:County,大同市,places:City,县、区级行政单位隶属于…市级行政单位
左云县,places:County,大同市,places:City,县、区级行政单位隶属于…市级行政单位
屯留区,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
潞城区,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
襄垣县,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
黎城县,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
壶关县,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
长子县,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
武乡县,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
沁县,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
沁源县,places:County,长治市,places:City,县、区级行政单位隶属于…市级行政单位
应县,places:County,朔州市,places:City,县、区级行政单位隶属于…市级行政单位
曲沃县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
翼城县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
襄汾县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
古县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
安泽县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
浮山县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
乡宁县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
永和县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
蒲县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
汾西县,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
侯马市,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
霍州市,places:County,临汾市,places:City,县、区级行政单位隶属于…市级行政单位
离石区,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
文水县,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
交城县,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
柳林县,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
方山县,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
中阳县,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
孝义市,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
汾阳市,places:County,吕梁市,places:City,县、区级行政单位隶属于…市级行政单位
赛罕区,places:County,呼和浩特市,places:City,县、区级行政单位隶属于…市级行政单位
杭锦旗,places:County,鄂尔多斯市,places:City,县、区级行政单位隶属于…市级行政单位
宁津县,places:County,德州市,places:City,县、区级行政单位隶属于…市级行政单位
临邑县,places:County,德州市,places:City,县、区级行政单位隶属于…市级行政单位
齐河县,places:County,德州市,places:City,县、区级行政单位隶属于…市级行政单位
乐陵市,places:County,德州市,places:City,县、区级行政单位隶属于…市级行政单位
莘县,places:County,聊城市,places:City,县、区级行政单位隶属于…市级行政单位
东阿县,places:County,聊城市,places:City,县、区级行政单位隶属于…市级行政单位
临清市,places:County,聊城市,places:City,县、区级行政单位隶属于…市级行政单位
府谷县,places:County,榆林市,places:City,县、区级行政单位隶属于…市级行政单位
绥德县,places:County,榆林市,places:City,县、区级行政单位隶属于…市级行政单位
米脂县,places:County,榆林市,places:City,县、区级行政单位隶属于…市级行政单位
佳县,places:County,榆林市,places:City,县、区级行政单位隶属于…市级行政单位
子洲县,places:County,榆林市,places:City,县、区级行政单位隶属于…市级行政单位
神木市,places:County,榆林市,places:City,县、区级行政单位隶属于…市级行政单位
冀中鼓吹乐-吹打班,ctm:MusicType,鹿泉区,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,深泽县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,藁城区,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,辛集市,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,井陉县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,井陉县,places:County,分布地域
齐鲁燕赵支脉-拉花,ctm:MusicType,井陉县,places:County,分布地域
坠剧,ctm:MusicType,深泽县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,鹿泉区,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,辛集市,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,井陉县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,藁城区,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,深泽县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,深泽县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,藁城区,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,鹿泉区,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,辛集市,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,井陉县,places:County,分布地域
河北音乐会-南乐会,ctm:MusicType,辛集市,places:County,分布地域
坠子戏,ctm:MusicType,深泽县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,深泽县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,鹿泉区,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,藁城区,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,井陉县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,辛集市,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,宁晋县,places:County,分布地域
河北鼓吹乐(狭义),ctm:MusicType,巨鹿县,places:County,分布地域
河北锣鼓乐-架鼓乐,ctm:MusicType,巨鹿县,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,巨鹿县,places:County,分布地域
沙河调,ctm:MusicType,沙河市,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,沙河市,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,清苑区,places:County,分布地域
海锥子,ctm:MusicType,徐水区,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,徐水区,places:County,分布地域
河北鼓吹乐(狭义),ctm:MusicType,徐水区,places:County,分布地域
河北吵子会,ctm:MusicType,徐水区,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,徐水区,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,徐水区,places:County,分布地域
河北音乐会-南乐会,ctm:MusicType,徐水区,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,徐水区,places:County,分布地域
海锥子,ctm:MusicType,涞水县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,涞水县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,涞水县,places:County,分布地域
河北十番乐(广义),ctm:MusicType,涞水县,places:County,分布地域
河北十番乐-武十番,ctm:MusicType,涞水县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,涞水县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,涞水县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,涞水县,places:County,分布地域
河北十番乐(广义),ctm:MusicType,定兴县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,高阳县,places:County,分布地域
高阳高腔,ctm:MusicType,高阳县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,安新县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,安新县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,安新县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,安新县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,安新县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,易县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,易县,places:County,分布地域
河北十番乐(广义),ctm:MusicType,易县,places:County,分布地域
河北十番乐-武十番,ctm:MusicType,易县,places:County,分布地域
河北吵子会,ctm:MusicType,易县,places:County,分布地域
易县十番乐,ctm:MusicType,易县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,易县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,易县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,易县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,顺平县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,博野县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,博野县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,博野县,places:County,分布地域
河北音乐会-南乐会,ctm:MusicType,博野县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,博野县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,雄县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,雄县,places:County,分布地域
河北十番乐(广义),ctm:MusicType,雄县,places:County,分布地域
河北吵子会,ctm:MusicType,雄县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,雄县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,雄县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,雄县,places:County,分布地域
海锥子,ctm:MusicType,定州市,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,定州市,places:County,分布地域
河北鼓吹乐(狭义),ctm:MusicType,定州市,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,定州市,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,定州市,places:County,分布地域
河北音乐会-南乐会,ctm:MusicType,定州市,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,定州市,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,安国市,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,安国市,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,安国市,places:County,分布地域
河北音乐会-南乐会,ctm:MusicType,安国市,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,安国市,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,高碑店市,places:County,分布地域
河北十番乐(广义),ctm:MusicType,高碑店市,places:County,分布地域
河北吵子会,ctm:MusicType,高碑店市,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,枣强县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,安平县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,安平县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,安平县,places:County,分布地域
河北音乐会-南乐会,ctm:MusicType,安平县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,安平县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,景县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,景县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,景县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,景县,places:County,分布地域
中路梆子,ctm:MusicType,平定县,places:County,分布地域
祁太秧歌,ctm:MusicType,榆次区,places:County,分布地域
祁太秧歌,ctm:MusicType,太谷区,places:County,分布地域
三弦书,ctm:MusicType,榆社县,places:County,分布地域
三弦铰子书,ctm:MusicType,榆社县,places:County,分布地域
左权小花戏,ctm:MusicType,榆社县,places:County,分布地域
三弦书,ctm:MusicType,左权县,places:County,分布地域
三弦铰子书,ctm:MusicType,左权县,places:County,分布地域
左权开花调,ctm:MusicType,左权县,places:County,分布地域
左权盲人说唱,ctm:MusicType,左权县,places:County,分布地域
左权小花戏,ctm:MusicType,左权县,places:County,分布地域
左权小花戏,ctm:MusicType,和顺县,places:County,分布地域
祁太秧歌,ctm:MusicType,祁县,places:County,分布地域
平遥鼓书,ctm:MusicType,平遥县,places:County,分布地域
祁太秧歌,ctm:MusicType,平遥县,places:County,分布地域
平遥鼓书,ctm:MusicType,介休市,places:County,分布地域
介休干调秧歌,ctm:MusicType,介休市,places:County,分布地域
祁太秧歌,ctm:MusicType,介休市,places:County,分布地域
晋北笙管乐,ctm:MusicType,忻府区,places:County,分布地域
晋北笙管乐,ctm:MusicType,定襄县,places:County,分布地域
晋北笙管乐,ctm:MusicType,五台县,places:County,分布地域
晋北笙管乐,ctm:MusicType,代县,places:County,分布地域
晋北笙管乐,ctm:MusicType,繁峙县,places:County,分布地域
河北二人台牌子曲,ctm:MusicType,河曲县,places:County,分布地域
山西二人台牌子曲,ctm:MusicType,河曲县,places:County,分布地域
山西山曲,ctm:MusicType,河曲县,places:County,分布地域
河曲民歌,ctm:MusicType,河曲县,places:County,分布地域
二人台,ctm:MusicType,河曲县,places:County,分布地域
河曲二人台,ctm:MusicType,河曲县,places:County,分布地域
山西山曲,ctm:MusicType,保德县,places:County,分布地域
山西山曲,ctm:MusicType,偏关县,places:County,分布地域
晋北笙管乐,ctm:MusicType,原平市,places:County,分布地域
凤秧歌,ctm:MusicType,原平市,places:County,分布地域
智化寺京音乐,ctm:MusicType,东城区,places:County,分布地域
智化寺京音乐-中堂曲,ctm:MusicType,东城区,places:County,分布地域
智化寺京音乐-焰口套曲,ctm:MusicType,东城区,places:County,分布地域
花钹大鼓,ctm:MusicType,西城区,places:County,分布地域
花钹大鼓,ctm:MusicType,北京市-朝阳区,places:County,分布地域
秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,丰台区,places:County,分布地域
太平鼓,ctm:MusicType,丰台区,places:County,分布地域
北京秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,丰台区,places:County,分布地域
花钹大鼓,ctm:MusicType,丰台区,places:County,分布地域
秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,海淀区,places:County,分布地域
太平鼓,ctm:MusicType,海淀区,places:County,分布地域
北京秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,海淀区,places:County,分布地域
花钹大鼓,ctm:MusicType,海淀区,places:County,分布地域
秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,门头沟区,places:County,分布地域
太平鼓,ctm:MusicType,门头沟区,places:County,分布地域
北京秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,门头沟区,places:County,分布地域
花钹大鼓,ctm:MusicType,门头沟区,places:County,分布地域
秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,房山区,places:County,分布地域
太平鼓,ctm:MusicType,房山区,places:County,分布地域
北京秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,房山区,places:County,分布地域
花钹大鼓,ctm:MusicType,北京市-通州区,places:County,分布地域
花钹大鼓,ctm:MusicType,昌平区,places:County,分布地域
秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,大兴区,places:County,分布地域
太平鼓,ctm:MusicType,大兴区,places:County,分布地域
北京秧歌锣鼓-表演锣鼓-太平鼓,ctm:MusicType,大兴区,places:County,分布地域
花钹大鼓,ctm:MusicType,大兴区,places:County,分布地域
花钹大鼓,ctm:MusicType,怀柔区,places:County,分布地域
京东大鼓,ctm:MusicType,怀柔区,places:County,分布地域
平谷调,ctm:MusicType,平谷区,places:County,分布地域
花钹大鼓,ctm:MusicType,平谷区,places:County,分布地域
河北锣鼓乐-大鼓乐,ctm:MusicType,永年区,places:County,分布地域
河北鼓吹乐(狭义),ctm:MusicType,永年区,places:County,分布地域
河北吵子会,ctm:MusicType,永年区,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,永年区,places:County,分布地域
河北鼓吹乐(狭义),ctm:MusicType,大名县,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,大名县,places:County,分布地域
讶鼓乐,ctm:MusicType,磁县,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,磁县,places:County,分布地域
冀南鼓吹乐,ctm:MusicType,鸡泽县,places:County,分布地域
荆楚支脉-傩戏,ctm:MusicType,武安市,places:County,分布地域
冀西鼓吹乐,ctm:MusicType,宣化区,places:County,分布地域
河北二人台牌子曲,ctm:MusicType,张北县,places:County,分布地域
河北二人台牌子曲,ctm:MusicType,康保县,places:County,分布地域
河北二人台牌子曲,ctm:MusicType,沽源县,places:County,分布地域
河北二人台牌子曲,ctm:MusicType,尚义县,places:County,分布地域
冀西鼓吹乐,ctm:MusicType,蔚县,places:County,分布地域
冀西鼓吹乐,ctm:MusicType,阳原县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,沧县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,沧县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,沧县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,沧县,places:County,分布地域
落子,ctm:MusicType,沧县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,海兴县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,海兴县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,海兴县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,海兴县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,南皮县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,南皮县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,南皮县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,南皮县,places:County,分布地域
落子,ctm:MusicType,南皮县,places:County,分布地域
河北锣鼓乐-大鼓乐,ctm:MusicType,任丘市,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,任丘市,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,任丘市,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,任丘市,places:County,分布地域
河北音乐会-南乐会,ctm:MusicType,任丘市,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,任丘市,places:County,分布地域
河北锣鼓乐-大鼓乐,ctm:MusicType,河间市,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,安次区,places:County,分布地域
河北吵子会,ctm:MusicType,安次区,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,固安县,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,固安县,places:County,分布地域
河北吵子会,ctm:MusicType,固安县,places:County,分布地域
河北锣鼓乐-架鼓乐,ctm:MusicType,固安县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,固安县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,固安县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,固安县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,香河县,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,香河县,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,香河县,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,香河县,places:County,分布地域
冀中鼓吹乐-吹打班,ctm:MusicType,霸州市,places:County,分布地域
河北音乐会-北乐会,ctm:MusicType,霸州市,places:County,分布地域
冀中鼓吹乐(广义),ctm:MusicType,霸州市,places:County,分布地域
冀中鼓吹乐-北乐会,ctm:MusicType,霸州市,places:County,分布地域
冀中鼓吹乐-吹歌会,ctm:MusicType,霸州市,places:County,分布地域
晋北笙管乐,ctm:MusicType,阳高县,places:County,分布地域
晋北笙管乐,ctm:MusicType,浑源县,places:County,分布地域
晋北笙管乐,ctm:MusicType,左云县,places:County,分布地域
襄垣鼓书,ctm:MusicType,屯留区,places:County,分布地域
襄垣鼓书,ctm:MusicType,潞城区,places:County,分布地域
三弦书,ctm:MusicType,襄垣县,places:County,分布地域
三弦铰子书,ctm:MusicType,襄垣县,places:County,分布地域
襄垣鼓书,ctm:MusicType,襄垣县,places:County,分布地域
襄垣鼓书,ctm:MusicType,黎城县,places:County,分布地域
襄垣鼓书,ctm:MusicType,壶关县,places:County,分布地域
襄垣鼓书,ctm:MusicType,长子县,places:County,分布地域
长子鼓书,ctm:MusicType,长子县,places:County,分布地域
三弦书,ctm:MusicType,武乡县,places:County,分布地域
三弦铰子书,ctm:MusicType,武乡县,places:County,分布地域
襄垣鼓书,ctm:MusicType,武乡县,places:County,分布地域
